Book;Chapter;Verse;Content
Proverbs;15;30;"The light of the eyes rejoices the heart,"
Proverbs;15;31;"The ear that listens to life-giving reproof"
Proverbs;15;32;"Whoever ignores instruction despises himself,"
Proverbs;15;33;"The fear of the Lord is instruction in wisdom,"
Proverbs;16;16;"The plans of the heart belong to man,"
Proverbs;16;2;"All the ways of a man are pure in his own eyes,"
Proverbs;16;3;"Commit your work to the Lord,"
Proverbs;16;4;"The Lord has made everything for its purpose,"
Proverbs;16;5;"Everyone who is arrogant in heart is an abomination to the Lord;"
Proverbs;16;6;"By steadfast love and faithfulness iniquity is atoned for,"
Proverbs;16;7;"When a man's ways please the Lord,"
Proverbs;16;8;"Better is a little with righteousness"
Proverbs;16;9;"The heart of man plans his way,"
Proverbs;16;10;"An oracle is on the lips of a king;"
Proverbs;16;11;"A just balance and scales are the Lord's;"
Proverbs;16;12;"It is an abomination to kings to do evil,"
Proverbs;16;13;"Righteous lips are the delight of a king,"
Proverbs;16;14;"A king's wrath is a messenger of death,"
Proverbs;16;15;"In the light of a king's face there is life,"
Proverbs;16;16;"How much better to get wisdom than gold!"
Proverbs;16;17;"The highway of the upright turns aside from evil;"
Proverbs;16;18;"Pride goes before destruction,"
Proverbs;16;19;"It is better to be of a lowly spirit with the poor"
Proverbs;16;20;"Whoever gives thought to the word will discover good,"
Proverbs;16;21;"The wise of heart is called discerning,"
Proverbs;16;22;"Good sense is a fountain of life to him who has it,"
Proverbs;16;23;"The heart of the wise makes his speech judicious"
Proverbs;16;24;"Gracious words are like a honeycomb,"
Proverbs;16;25;"There is a way that seems right to a man,"
Proverbs;16;26;"A worker's appetite works for him;"
Proverbs;16;27;"A worthless man plots evil,"
Proverbs;16;28;"A dishonest man spreads strife,"
Proverbs;16;29;"A man of violence entices his neighbor"
Proverbs;16;30;"Whoever winks his eyes plans dishonest things;"
Proverbs;16;31;"Gray hair is a crown of glory;"
Proverbs;16;32;"Whoever is slow to anger is better than the mighty,"
Proverbs;16;33;"The lot is cast into the lap,"
Proverbs;17;17;"Better is a dry morsel with quiet"
Proverbs;17;2;"A servant who deals wisely will rule over a son who acts shamefully"
Proverbs;17;3;"The crucible is for silver, and the furnace is for gold,"
Proverbs;17;4;"An evildoer listens to wicked lips,"
Proverbs;17;5;"Whoever mocks the poor insults his Maker;"
Proverbs;17;6;"Grandchildren are the crown of the aged,"
Proverbs;17;7;"Fine speech is not becoming to a fool;"
Proverbs;17;8;"A bribe is like a magic stone in the eyes of the one who gives it;"
Proverbs;17;9;"Whoever covers an offense seeks love,"
Proverbs;17;10;"A rebuke goes deeper into a man of understanding"
Proverbs;17;11;"An evil man seeks only rebellion,"
Proverbs;17;12;"Let a man meet a she-bear robbed of her cubs"
Proverbs;17;13;"If anyone returns evil for good,"
Proverbs;17;14;"The beginning of strife is like letting out water,"
Proverbs;17;15;"He who justifies the wicked and he who condemns the righteous"
Proverbs;17;16;"Why should a fool have money in his hand to buy wisdom"
Proverbs;17;17;"A friend loves at all times,"
Proverbs;17;18;"One who lacks sense gives a pledge"
Proverbs;17;19;"Whoever loves transgression loves strife;"
Proverbs;17;20;"A man of crooked heart does not discover good,"
Proverbs;17;21;"He who sires a fool gets himself sorrow,"
Proverbs;17;22;"A joyful heart is good medicine,"
Proverbs;17;23;"The wicked accepts a bribe in secret"
Proverbs;17;24;"The discerning sets his face toward wisdom,"
Proverbs;17;25;"A foolish son is a grief to his father"
Proverbs;17;26;"To impose a fine on a righteous man is not good,"
Proverbs;17;27;"Whoever restrains his words has knowledge,"
Proverbs;17;28;"Even a fool who keeps silent is considered wise;"
Proverbs;18;18;"Whoever isolates himself seeks his own desire;"
Proverbs;18;2;"A fool takes no pleasure in understanding,"
Proverbs;18;3;"When wickedness comes, contempt comes also,"
Proverbs;18;4;"The words of a man's mouth are deep waters;"
Proverbs;18;5;"It is not good to be partial to the wicked"
Proverbs;18;6;"A fool's lips walk into a fight,"
Proverbs;18;7;"A fool's mouth is his ruin,"
